Name,Games,Minutes Played,O Points,O Conversions,D Points,D Conversions,Touches,Throws,Catches,Goals,Assists,Pulls,Average Pull Hangtime,Callahans,Callahans Thrown,Stalls,Throwaways,Drops,Pulls OB,Penalties, Team
Name,Games,Minutes Played,O Points,O Conversions,D Points,D Conversions,Touches,Throws,Catches,Goals,Assists,Pulls,Average Pull Hangtime,Callahans,Callahans Thrown,Stalls,Throwaways,Drops,Pulls OB,Penalties, Team
,1,0.0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,194,0,0,0,Atlanta Hustle2015  
Allan L,8,165.016666667,24,12,99,30,84,101,75,5,5,58,6.89453448276,0,0,0,9,2,2,0,Atlanta Hustle2015  
Dylan T,11,343.95,209,160,22,12,372,408,299,14,48,3,7.05966666667,0,0,1,31,6,1,1,Atlanta Hustle2015  
F Wooten,10,138.233333333,45,33,63,16,55,64,41,5,4,22,7.24314285714,0,0,0,4,0,0,0,Atlanta Hustle2015  
Sun,1,31.4833333333,2,1,16,7,11,11,11,0,2,2,6.9515,0,0,0,2,0,0,0,Atlanta Hustle2015  
Vickroy,1,33.4833333333,2,1,18,7,10,7,8,2,1,1,5.387,0,0,0,0,0,0,0,Atlanta Hustle2015  
Sebbi D,6,79.25,5,5,58,21,37,44,32,2,2,2,5.492,0,0,0,3,0,0,0,Atlanta Hustle2015  
Dylan,1,20.1333333333,15,11,2,1,33,34,24,2,4,0,0,0,0,0,2,0,0,0,Atlanta Hustle2015  
S Sears,10,210.75,34,19,123,30,48,35,36,12,5,0,0,0,0,0,3,0,0,1,Atlanta Hustle2015  
B. Liu,3,81.5333333333,22,15,47,14,46,53,41,2,6,0,0,0,0,0,2,0,0,0,Atlanta Hustle2015  
RSimmons,5,63.8333333333,2,1,52,20,20,14,16,4,3,0,0,0,0,0,2,2,0,0,Atlanta Hustle2015  
Kyle S,15,451.283333333,280,216,36,22,542,553,381,16,29,4,6.8855,1,0,0,23,3,0,0,Atlanta Hustle2015  
J Clark,10,312.233333333,169,121,30,14,269,243,241,26,19,13,7.6306,0,0,0,19,4,1,0,Atlanta Hustle2015  
B Hannah,9,223.366666667,77,49,90,26,142,134,127,15,15,25,6.43496,0,0,1,14,4,3,1,Atlanta Hustle2015  
Leonard,1,20.05,14,12,1,1,21,20,19,1,3,0,0,0,0,0,0,0,0,0,Atlanta Hustle2015  
A Olsen,11,193.8,8,4,141,41,66,57,60,6,4,0,0,0,0,1,4,2,0,0,Atlanta Hustle2015  
Breault,10,208.433333333,42,28,130,49,125,127,115,9,20,15,5.19,0,0,0,9,2,1,0,Atlanta Hustle2015  
Anonymous,1,0.0,0,0,0,0,3,7,1,0,0,0,0,0,0,0,2,1,0,0,Atlanta Hustle2015  
TGoforth,8,131.583333333,28,16,77,23,36,38,33,2,5,1,4.802,0,0,0,5,1,0,0,Atlanta Hustle2015  
RBradham,11,209.833333333,8,5,165,53,62,40,40,22,5,0,0,0,0,0,6,0,0,0,Atlanta Hustle2015  
R Runner,11,388.216666667,50,32,216,68,195,261,182,11,17,53,6.28878846154,0,0,0,21,1,2,1,Atlanta Hustle2015  
Matt S,13,362.566666667,240,185,29,16,291,223,225,66,17,1,6.7,0,0,0,3,2,0,1,Atlanta Hustle2015  
Erickson,1,10.95,10,6,2,1,10,9,9,1,1,0,0,0,0,0,0,0,0,0,Atlanta Hustle2015  
J Feng,4,55.8666666667,3,1,44,14,37,35,35,2,2,1,7.736,0,0,0,2,1,0,0,Atlanta Hustle2015  
Tree,1,24.7166666667,1,0,16,7,5,8,4,1,2,0,0,0,0,0,1,0,0,0,Atlanta Hustle2015  
M. Poole,8,209.216666667,160,129,13,10,218,209,174,11,16,0,0,0,0,0,7,1,0,0,Atlanta Hustle2015  
Boezi,1,1.78333333333,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Atlanta Hustle2015  
M Spear,12,329.216666667,42,25,216,61,181,205,169,11,27,133,6.62411111111,0,0,1,31,3,5,0,Atlanta Hustle2015  
Poole,1,18.6333333333,16,12,1,1,23,20,19,3,2,0,0,0,0,0,0,0,0,0,Atlanta Hustle2015  
S. Hicks,13,256.5,154,125,56,20,191,184,136,16,16,21,6.40542105263,0,0,1,10,2,3,2,Atlanta Hustle2015  
A Taylor,1,13.9333333333,13,9,0,0,25,23,24,1,2,0,0,0,0,0,1,1,0,0,Atlanta Hustle2015  
D Cox,7,105.0,10,7,76,17,28,24,25,3,2,0,0,0,0,0,4,0,0,0,Atlanta Hustle2015  
Jack K,9,161.483333333,31,19,111,32,70,62,62,8,3,0,0,0,0,0,4,1,0,0,Atlanta Hustle2015  
Gainer,1,22.35,16,12,4,2,26,22,23,3,2,0,0,0,0,0,0,1,0,0,Atlanta Hustle2015  
Kelvin W,1,21.5333333333,1,1,16,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Atlanta Hustle2015  
Archie,13,292.816666667,22,9,196,61,57,47,46,11,12,0,0,0,0,0,3,1,0,0,Atlanta Hustle2015  
Trenton,1,19.3166666667,14,10,3,2,9,5,5,4,0,0,0,0,0,0,1,0,0,0,Atlanta Hustle2015  
Berendes,1,17.25,1,1,12,5,4,4,3,1,0,0,0,0,0,0,1,0,0,0,Atlanta Hustle2015  
T Spinks,11,326.383333333,37,21,207,59,90,82,81,9,7,0,0,0,0,0,8,2,0,0,Atlanta Hustle2015  
R James,10,128.783333333,11,7,117,39,44,38,37,7,2,0,0,0,0,0,2,0,0,0,Atlanta Hustle2015  
Runner,1,28.25,2,1,16,6,11,23,11,0,2,12,6.58354545455,0,0,0,1,1,1,0,Atlanta Hustle2015  
JP Burns,1,30.7666666667,2,1,15,7,11,11,10,1,1,0,0,1,0,0,1,2,0,0,Atlanta Hustle2015  
B. Moore,11,353.516666667,219,166,30,14,225,200,193,25,21,1,5.722,0,0,0,9,3,0,0,Atlanta Hustle2015  
Sears,1,15.8166666667,0,0,12,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,Atlanta Hustle2015  
Sun Choi,4,49.8833333333,5,3,44,13,24,21,19,4,0,0,0,0,0,0,5,0,0,0,Atlanta Hustle2015  
Bradham,1,13.3,0,0,12,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Atlanta Hustle2015  
C. Olsen,10,323.2,193,155,27,15,298,266,266,31,30,0,0,0,0,0,18,0,0,1,Atlanta Hustle2015  
Matt K.,9,198.216666667,71,48,95,26,135,158,111,1,13,8,6.7815,0,0,0,10,2,0,0,Atlanta Hustle2015  
Name,Games,Minutes Played,O Points,O Conversions,D Points,D Conversions,Touches,Throws,Catches,Goals,Assists,Pulls,Average Pull Hangtime,Callahans,Callahans Thrown,Stalls,Throwaways,Drops,Pulls OB,Penalties, Team
,1,9.8,6,4,19,10,0,204,0,0,0,0,0,0,0,0,204,0,0,0,Seattle Cascades2015  
Kinley T,2,19.3333333333,3,2,12,1,4,6,4,0,1,0,0,0,0,0,1,0,0,0,Seattle Cascades2015  
Lim,3,86.7333333333,42,31,16,5,83,81,69,5,4,2,5.768,0,0,0,4,1,0,0,Seattle Cascades2015  
Koss R,16,518.9,141,95,216,59,191,208,155,24,27,162,5.99042361111,0,0,0,30,6,15,2,Seattle Cascades2015  
Hirnin N,2,2.23333333333,0,0,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,Seattle Cascades2015  
Murray P,11,264.266666667,142,110,43,17,224,209,184,16,25,1,0,0,0,0,10,6,0,0,Seattle Cascades2015  
Illian R,11,296.15,160,134,76,27,158,128,115,37,24,2,3.824,0,0,0,8,3,0,0,Seattle Cascades2015  
Chen- D,1,24.6,1,1,14,6,4,3,3,1,0,0,0,0,0,0,0,0,0,0,Seattle Cascades2015  
Herold W,4,86.7166666667,3,1,66,15,14,13,14,0,2,7,6.05642857143,0,0,0,0,0,0,0,Seattle Cascades2015  
Zukows G,7,154.6,11,4,101,26,27,24,20,5,3,3,4.36066666667,0,0,0,4,1,0,0,Seattle Cascades2015  
Caldwell,1,16.25,12,9,0,0,12,12,12,0,2,0,0,0,0,0,2,0,0,0,Seattle Cascades2015  
Chen W,12,266.516666667,95,80,122,32,122,131,94,5,7,4,5.32975,0,0,0,9,1,0,0,Seattle Cascades2015  
Russel M,6,174.6,22,8,113,34,37,32,28,9,6,0,0,0,0,0,3,0,0,0,Seattle Cascades2015  
Rankin Z,7,209.85,111,77,47,20,118,110,93,20,23,18,6.50844444444,0,0,0,20,3,0,0,Seattle Cascades2015  
Lehman S,4,87.8666666667,46,35,24,5,41,38,35,6,1,0,0,0,0,0,2,0,0,0,Seattle Cascades2015  
Caldwe M,2,50.8166666667,32,25,6,5,8,9,0,2,6,0,0,0,0,0,3,1,0,0,Seattle Cascades2015  
Weiss L,2,34.4,4,2,32,5,8,8,7,1,1,4,3.472,0,0,0,2,0,0,0,Seattle Cascades2015  
Anonymous,1,0.0,0,0,0,0,25,38,17,2,5,13,2.222,0,0,0,2,2,0,0,Seattle Cascades2015  
Farwel R,5,68.1166666667,6,1,56,15,8,8,6,2,1,0,0,0,0,0,1,0,0,0,Seattle Cascades2015  
Chen D,2,44.7333333333,4,1,34,18,7,3,0,6,2,0,0,0,0,0,1,0,0,0,Seattle Cascades2015  
Fox B,1,14.7666666667,0,0,20,6,0,1,0,0,1,2,5.6745,0,0,0,0,0,0,0,Seattle Cascades2015  
Hart S,8,192.033333333,19,9,142,46,32,25,21,11,4,6,6.00216666667,0,0,0,3,0,0,0,Seattle Cascades2015  
Simfox B,7,144.566666667,10,5,90,26,18,26,16,2,4,4,5.829,0,0,0,4,1,0,0,Seattle Cascades2015  
Rehder M,10,381.783333333,183,137,70,30,183,142,138,42,24,18,6.99566666667,0,0,0,13,3,5,1,Seattle Cascades2015  
Bolton J,7,127.433333333,12,4,97,22,24,29,22,2,6,44,6.33048837209,0,0,1,4,1,3,0,Seattle Cascades2015  
Cavana M,4,81.1333333333,6,2,39,9,12,15,12,0,1,1,0.951,0,0,0,1,0,0,0,Seattle Cascades2015  
Benalo S,3,66.9333333333,37,24,11,2,27,27,14,2,1,0,0,0,0,0,6,1,0,1,Seattle Cascades2015  
Simon A,9,257.583333333,116,84,78,27,139,132,92,14,15,20,6.5778,0,0,1,8,4,0,0,Seattle Cascades2015  
Stacey J,5,81.5166666667,12,8,52,18,17,14,13,4,9,0,0,0,0,0,0,2,0,0,Seattle Cascades2015  
Karlin D,10,332.9,203,155,52,21,378,400,316,7,23,2,4.1,0,0,1,18,3,0,0,Seattle Cascades2015  
Clark D,12,372.133333333,107,80,163,46,112,75,63,45,15,4,4.84925,0,0,0,10,2,1,1,Seattle Cascades2015  
Hausma J,13,320.783333333,115,77,115,33,125,115,96,18,23,43,6.66751282051,0,0,0,19,6,5,0,Seattle Cascades2015  
Lenon A,8,229.05,116,78,31,17,175,177,122,8,19,3,6.729,0,0,1,12,4,0,1,Seattle Cascades2015  
Barich F,6,122.583333333,49,34,46,10,58,54,46,4,5,1,5.25,0,0,0,6,1,0,0,Seattle Cascades2015  
Cook S,10,172.933333333,13,5,132,36,25,23,17,8,3,0,0,0,0,0,2,0,0,0,Seattle Cascades2015  
Smith Z,8,160.316666667,14,5,122,35,39,42,35,4,7,1,3.466,0,0,0,5,0,0,0,Seattle Cascades2015  
Cavan M,2,59.4833333333,11,6,32,11,23,23,21,2,6,1,0,0,0,0,3,0,0,0,Seattle Cascades2015  
Wallis S,6,121.5,79,54,36,7,53,54,35,5,15,6,6.8345,0,0,0,10,1,0,0,Seattle Cascades2015  
O'Brie M,10,332.316666667,177,130,29,15,337,351,279,8,16,0,0,0,0,3,16,8,0,0,Seattle Cascades2015  
Lim J,2,55.1166666667,35,28,13,5,42,39,28,4,6,1,7.817,0,0,0,4,0,0,0,Seattle Cascades2015  
Titcom X,1,17.9833333333,0,0,7,3,5,4,4,1,0,0,0,0,0,0,0,0,0,0,Seattle Cascades2015  
Titcom V,3,45.3666666667,22,13,19,7,11,12,10,1,1,2,7.224,0,0,0,2,0,0,0,Seattle Cascades2015  
Sefton J,12,300.116666667,165,131,69,22,233,204,193,27,18,0,0,0,0,1,11,5,0,2,Seattle Cascades2015  
Harkne S,12,255.333333333,41,27,146,38,100,95,85,13,9,0,0,0,0,1,4,2,0,0,Seattle Cascades2015  
Rosatt T,7,151.016666667,86,73,59,17,107,95,77,14,11,0,0,0,0,1,3,0,0,0,Seattle Cascades2015  
Linn D,15,391.816666667,58,31,249,72,113,140,96,8,13,10,5.7071,0,0,0,7,1,2,0,Seattle Cascades2015  
Name,Games,Minutes Played,O Points,O Conversions,D Points,D Conversions,Touches,Throws,Catches,Goals,Assists,Pulls,Average Pull Hangtime,Callahans,Callahans Thrown,Stalls,Throwaways,Drops,Pulls OB,Penalties, Team
,1,10.9166666667,7,1,1,0,0,160,0,0,0,0,0,0,0,0,160,0,0,0,Detroit Mechanix2015  
Besser,10,403.483333333,237,96,15,7,389,399,337,6,23,0,0,0,0,0,17,7,0,0,Detroit Mechanix2015  
Hubbard,14,445.783333333,169,57,204,21,210,165,160,46,7,2,5.3535,0,0,0,4,5,0,0,Detroit Mechanix2015  
Gerald,5,50.9333333333,24,6,25,0,13,11,9,1,1,1,0,0,0,0,2,1,0,0,Detroit Mechanix2015  
Takashi,14,220.4,100,38,78,11,140,139,117,3,5,1,4.34,0,0,0,20,2,0,0,Detroit Mechanix2015  
Kirk,5,100.966666667,32,4,27,0,9,9,8,0,0,0,0,0,0,0,1,0,0,0,Detroit Mechanix2015  
Bush,11,338.416666667,217,86,12,5,162,156,144,4,3,0,0,0,0,0,12,1,0,0,Detroit Mechanix2015  
Souichi,9,85.6833333333,33,9,42,0,15,14,12,1,0,0,0,0,0,0,2,0,0,0,Detroit Mechanix2015  
Del Real,9,345.666666667,214,104,22,8,143,119,116,26,12,0,0,0,0,0,14,0,0,0,Detroit Mechanix2015  
Murphy,6,129.366666667,44,21,46,9,68,72,55,4,3,9,5.78433333333,0,0,0,6,1,1,0,Detroit Mechanix2015  
Krantz,11,294.2,88,27,150,16,160,189,132,4,7,136,6.03295238095,0,0,0,20,8,2,0,Detroit Mechanix2015  
Gilson,9,243.566666667,112,45,60,10,77,72,66,5,7,4,4.6955,0,0,0,12,2,0,0,Detroit Mechanix2015  
Jager,10,317.483333333,199,94,8,4,250,263,182,5,8,1,0,0,0,0,11,4,0,0,Detroit Mechanix2015  
Chris,8,131.45,53,10,69,3,68,70,57,0,2,0,0,0,0,0,13,2,0,0,Detroit Mechanix2015  
Soldini,9,193.883333333,101,34,47,8,47,34,30,10,1,0,0,0,0,0,9,4,0,0,Detroit Mechanix2015  
Danny,13,278.7,110,32,161,13,137,138,127,6,7,13,3.0195,0,0,0,22,2,0,0,Detroit Mechanix2015  
Alex,13,188.383333333,69,19,91,5,68,70,53,2,5,24,4.56714285714,0,0,0,14,2,0,0,Detroit Mechanix2015  
Perdulla,7,64.6166666667,17,4,56,3,35,36,31,1,2,0,0,0,0,0,4,0,0,0,Detroit Mechanix2015  
Wasdi,14,503.216666667,239,107,94,16,382,395,340,2,16,3,5.318,0,0,0,41,8,0,0,Detroit Mechanix2015  
Anonymous,1,0.0,0,0,0,0,11,21,7,1,2,10,2.083,0,0,0,9,0,0,0,Detroit Mechanix2015  
Luca,12,436.916666667,249,122,14,6,469,469,363,2,22,0,0,0,0,0,28,8,0,0,Detroit Mechanix2015  
Sandberg,10,209.15,117,53,50,5,120,121,98,1,3,0,0,0,0,0,5,2,0,0,Detroit Mechanix2015  
Coulter,7,287.266666667,146,83,31,6,224,198,184,37,27,5,7.8442,0,0,0,25,3,0,0,Detroit Mechanix2015  
Channing,11,369.683333333,177,77,80,17,225,200,195,22,13,22,5.94038888889,0,0,0,19,6,1,0,Detroit Mechanix2015  
Scott,12,506.466666667,306,150,48,11,512,528,448,29,48,4,6.6905,0,0,0,79,6,0,0,Detroit Mechanix2015  
Todd,8,237.7,118,65,27,7,97,88,86,9,3,0,0,0,0,0,8,1,0,0,Detroit Mechanix2015  
Saltsman,13,229.4,74,16,157,13,43,37,39,3,1,2,7.811,0,0,0,7,3,0,0,Detroit Mechanix2015  
Dafeng,12,338.383333333,87,19,149,20,104,119,89,4,6,11,5.31054545455,0,0,0,12,3,0,0,Detroit Mechanix2015  
Name,Games,Minutes Played,O Points,O Conversions,D Points,D Conversions,Touches,Throws,Catches,Goals,Assists,Pulls,Average Pull Hangtime,Callahans,Callahans Thrown,Stalls,Throwaways,Drops,Pulls OB,Penalties, Team
,1,8.2,1,1,7,0,0,223,0,0,0,0,0,0,0,0,223,0,0,0,San Francisco Flame Throwers2015  
Lang B,15,344.7,101,64,159,47,187,161,155,30,23,100,6.20215151515,0,0,0,14,2,7,0,San Francisco Flame Throwers2015  
Chialv F,14,378.566666667,174,113,127,49,447,465,354,13,25,38,6.02035135135,0,0,0,35,3,5,1,San Francisco Flame Throwers2015  
Slovan N,11,170.016666667,108,72,30,10,155,151,145,8,7,0,0,0,0,1,11,1,0,0,San Francisco Flame Throwers2015  
Hubbar B,12,223.483333333,57,34,103,28,103,98,96,6,6,6,5.11,0,0,0,13,1,0,1,San Francisco Flame Throwers2015  
Nord A,8,157.916666667,88,61,23,12,107,91,93,11,14,0,0,0,0,2,12,3,0,1,San Francisco Flame Throwers2015  
Surman A,9,141.8,79,54,43,15,99,94,75,8,5,0,0,0,0,0,0,2,0,0,San Francisco Flame Throwers2015  
Marlia G,15,258.116666667,114,80,102,41,168,135,134,34,20,16,5.5536,0,0,1,9,0,3,1,San Francisco Flame Throwers2015  
Raty A,2,2.96666666667,1,1,2,1,2,2,2,0,0,0,0,0,0,0,0,1,0,0,San Francisco Flame Throwers2015  
Chatte S,8,129.95,68,41,39,15,101,90,90,11,7,1,0.948,0,0,1,6,2,0,0,San Francisco Flame Throwers2015  
Jeffer J,10,264.766666667,72,53,139,44,166,199,152,10,24,74,5.48768918919,0,0,0,17,0,1,0,San Francisco Flame Throwers2015  
Kawaok R,1,18.45,7,6,10,7,19,19,14,0,1,0,0,0,0,0,0,0,0,0,San Francisco Flame Throwers2015  
Miller C,15,378.066666667,94,58,204,62,254,264,216,6,15,1,3.466,0,0,1,6,4,0,0,San Francisco Flame Throwers2015  
Dallma L,12,241.65,72,53,127,40,198,172,166,29,13,18,3.61022222222,0,0,0,20,5,0,0,San Francisco Flame Throwers2015  
Anonymous,1,0.0,0,0,0,0,20,28,20,0,0,6,2.62425,0,0,0,3,2,0,0,San Francisco Flame Throwers2015  
Greenb J,2,25.7166666667,3,2,17,7,6,5,5,1,0,0,0,0,0,0,0,0,0,0,San Francisco Flame Throwers2015  
Purdy Z,1,14.95,2,0,13,3,6,5,6,0,0,0,0,0,0,1,0,0,0,0,San Francisco Flame Throwers2015  
Fein B,11,190.65,61,40,99,23,80,68,67,13,4,6,5.213,0,0,0,9,1,0,0,San Francisco Flame Throwers2015  
Boucher,3,61.9333333333,32,24,18,9,40,34,28,11,2,4,7.09125,0,0,0,4,0,0,0,San Francisco Flame Throwers2015  
Richar A,10,293.233333333,63,39,116,33,114,98,101,13,10,28,6.29125,0,0,0,11,4,1,0,San Francisco Flame Throwers2015  
Madden B,14,276.9,119,76,99,31,120,104,101,18,8,6,6.17633333333,0,0,0,9,1,0,0,San Francisco Flame Throwers2015  
Gormle R,7,135.833333333,35,23,49,14,59,44,35,13,1,1,4.1,0,0,0,0,2,0,0,San Francisco Flame Throwers2015  
Sugiok K,9,187.116666667,36,26,98,27,39,36,36,3,5,0,0,0,0,0,4,1,0,0,San Francisco Flame Throwers2015  
Naruo D,11,162.05,73,47,48,19,78,73,70,7,15,1,1.199,0,0,0,2,0,0,0,San Francisco Flame Throwers2015  
Yun J,9,165.816666667,36,22,75,20,61,50,52,9,2,0,0,0,0,0,9,2,0,0,San Francisco Flame Throwers2015  
Lahey T,14,441.6,109,68,193,57,369,434,341,7,20,2,4.686,0,0,1,27,6,0,0,San Francisco Flame Throwers2015  
Young L,7,184.716666667,88,60,63,27,178,185,148,6,5,0,0,0,0,0,10,2,0,0,San Francisco Flame Throwers2015  
Kerns E,11,331.916666667,127,85,100,40,262,273,221,17,32,25,5.72284,0,0,2,22,1,1,0,San Francisco Flame Throwers2015  
Lahey P,9,140.4,49,32,63,19,68,48,45,20,2,0,0,0,0,0,6,0,0,0,San Francisco Flame Throwers2015  
Janin E,12,296.433333333,167,117,27,19,383,441,325,0,35,1,5.316,0,0,0,23,6,0,0,San Francisco Flame Throwers2015  
Bouche E,4,97.9666666667,48,33,23,13,100,87,83,12,9,4,6.6625,0,0,0,3,1,0,0,San Francisco Flame Throwers2015  
Konker H,10,267.033333333,60,33,117,33,111,96,98,13,12,2,3.358,0,0,2,13,2,0,0,San Francisco Flame Throwers2015  
Ikeda C,12,317.216666667,70,41,153,39,231,236,196,4,5,0,0,0,0,1,6,3,0,0,San Francisco Flame Throwers2015  
Swink S,7,142.0,75,53,41,22,156,158,131,3,9,0,0,0,0,2,3,1,0,0,San Francisco Flame Throwers2015  
Name,Games,Minutes Played,O Points,O Conversions,D Points,D Conversions,Touches,Throws,Catches,Goals,Assists,Pulls,Average Pull Hangtime,Callahans,Callahans Thrown,Stalls,Throwaways,Drops,Pulls OB,Penalties, Team
,1,0.0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,146,0,0,0,Vancouver Riptide2015  
Lore K,13,308.516666667,192,127,58,19,222,226,147,9,8,0,0,0,0,0,13,1,0,0,Vancouver Riptide2015  
Sun R,5,60.5,31,23,29,7,12,11,11,1,1,0,0,0,0,0,2,0,0,0,Vancouver Riptide2015  
Leduc M,13,286.8,77,42,164,34,93,75,73,19,8,6,3.81016666667,0,0,0,6,1,0,0,Vancouver Riptide2015  
Anders B,12,144.533333333,27,14,117,12,48,51,44,4,5,5,4.0186,0,0,0,8,0,1,0,Vancouver Riptide2015  
Yu P,3,54.8,16,10,40,5,47,44,40,1,2,0,0,0,0,0,4,3,0,0,Vancouver Riptide2015  
Lee R,12,246.216666667,57,33,148,26,125,139,109,5,7,21,5.39405,0,0,1,13,1,1,0,Vancouver Riptide2015  
Baker B,9,142.966666667,10,4,106,12,26,20,21,5,0,0,0,0,0,0,2,1,0,0,Vancouver Riptide2015  
Guo E,7,230.45,158,110,19,12,133,108,108,25,12,0,0,0,0,0,7,0,0,0,Vancouver Riptide2015  
Norris J,11,279.2,218,143,18,12,379,384,313,6,34,1,7.439,0,0,1,21,5,0,1,Vancouver Riptide2015  
Tan J,10,112.25,12,2,80,16,33,31,31,2,1,0,0,0,0,0,2,0,0,0,Vancouver Riptide2015  
Bryson M,9,209.716666667,35,14,142,22,80,86,67,6,7,0,0,0,0,0,6,1,0,0,Vancouver Riptide2015  
Anonymous,1,0.0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,1,0,0,Vancouver Riptide2015  
Tam R,7,131.916666667,9,3,109,14,39,40,35,4,0,0,0,0,0,0,2,0,0,0,Vancouver Riptide2015  
Dozzi M,10,139.75,19,9,116,14,27,28,25,2,3,13,3.68923076923,0,0,0,4,1,0,0,Vancouver Riptide2015  
Wu D,12,393.866666667,233,160,56,24,158,124,123,35,9,0,0,0,0,1,16,2,0,0,Vancouver Riptide2015  
Chatha G,10,387.066666667,243,164,65,27,258,212,210,48,30,3,4.85066666667,0,0,1,15,3,0,0,Vancouver Riptide2015  
Hunter M,11,164.466666667,18,8,120,16,42,39,37,5,3,48,4.39895833333,0,0,0,3,3,2,0,Vancouver Riptide2015  
Yip C,8,132.833333333,29,17,73,16,36,30,31,5,1,0,0,0,0,0,6,0,0,0,Vancouver Riptide2015  
Fenton D,12,308.066666667,144,94,118,25,123,91,91,31,20,7,4.01216666667,0,0,0,9,2,0,0,Vancouver Riptide2015  
Davis A,13,298.466666667,27,6,228,31,51,50,47,4,4,3,2.51066666667,0,0,1,3,0,0,0,Vancouver Riptide2015  
Lam F,6,136.8,12,2,105,16,19,16,16,3,1,13,3.575,0,0,0,1,0,0,1,Vancouver Riptide2015  
McFady C,8,174.7,66,42,76,15,71,63,62,9,8,3,6.432,0,0,0,3,1,0,0,Vancouver Riptide2015  
Underh K,13,464.283333333,286,196,68,29,625,634,517,29,49,15,5.30306666667,0,0,4,27,12,0,2,Vancouver Riptide2015  
Gailit A,12,393.566666667,256,178,45,22,308,282,277,29,23,0,0,0,0,2,14,1,0,1,Vancouver Riptide2015  
Tejpar R,9,257.233333333,132,93,76,21,200,202,183,8,16,30,5.9304,0,0,0,20,3,0,1,Vancouver Riptide2015  
Sincla M,14,321.616666667,87,52,178,32,214,247,188,11,20,155,4.67321710526,0,0,0,16,7,2,0,Vancouver Riptide2015  
Tsang T,9,217.783333333,80,53,97,20,174,171,155,14,9,32,3.768,0,0,0,13,1,0,0,Vancouver Riptide2015  
Bellav J,14,466.95,277,200,69,33,608,598,453,19,58,0,0,0,0,1,26,9,0,2,Vancouver Riptide2015  
Name,Games,Minutes Played,O Points,O Conversions,D Points,D Conversions,Touches,Throws,Catches,Goals,Assists,Pulls,Average Pull Hangtime,Callahans,Callahans Thrown,Stalls,Throwaways,Drops,Pulls OB,Penalties, Team
,1,0.0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,237,0,0,0,New York Empire2015  
Flint J,1,9.41666666667,0,0,10,5,4,5,4,0,0,0,0,0,0,0,1,0,0,0,New York Empire2015  
Ludwig K,7,130.8,64,44,13,7,57,53,51,6,7,0,0,0,0,0,5,0,0,0,New York Empire2015  
Awerbu B,11,172.183333333,86,62,51,23,192,201,138,5,5,1,7.14,0,0,0,13,0,0,0,New York Empire2015  
Aulett M,14,338.55,216,148,25,11,453,444,384,23,30,1,4.962,0,0,2,28,6,0,0,New York Empire2015  
Weiner M,10,120.166666667,57,36,14,4,41,39,38,3,2,0,0,0,0,0,1,0,0,0,New York Empire2015  
Ward R,16,375.1,19,11,224,98,101,83,71,30,8,0,0,0,0,0,9,1,0,0,New York Empire2015  
Steven M,14,334.966666667,207,132,12,7,145,107,106,38,6,0,0,0,0,0,7,4,0,0,New York Empire2015  
Farrel T,11,197.083333333,5,4,154,60,59,48,47,12,6,4,6.74275,0,0,0,4,0,0,0,New York Empire2015  
McLaug B,8,116.683333333,9,8,77,30,42,58,42,0,3,21,6.10752380952,0,0,1,7,0,1,0,New York Empire2015  
Ye R,6,86.1166666667,33,22,33,13,77,83,65,0,2,1,7.969,0,0,0,5,0,0,0,New York Empire2015  
Wining L,6,155.05,91,56,8,3,158,168,123,2,14,0,0,0,0,1,12,2,0,0,New York Empire2015  
Guerin I,13,185.666666667,4,2,118,54,39,36,31,8,5,0,0,0,0,0,4,0,0,0,New York Empire2015  
Baum M,10,181.166666667,21,14,86,37,82,114,75,2,8,25,6.81492,0,0,0,20,1,6,0,New York Empire2015  
LeMar M,16,310.883333333,6,4,234,94,164,189,152,12,24,16,6.3068125,0,0,0,20,1,1,0,New York Empire2015  
Skware K,9,104.6,89,60,6,2,154,153,114,3,8,2,6.8,0,0,2,13,1,0,2,New York Empire2015  
Wilkes A,11,205.7,118,79,31,10,113,97,99,14,5,0,0,0,0,0,4,1,0,0,New York Empire2015  
Ouelle J,9,130.283333333,1,1,91,36,32,30,29,3,5,0,0,0,0,0,2,0,0,0,New York Empire2015  
Brooks T,13,260.016666667,212,145,12,4,277,260,251,24,44,6,7.14783333333,0,0,2,26,0,1,0,New York Empire2015  
Bryant I,13,335.1,33,21,189,82,209,294,189,5,34,10,5.3846,0,0,1,17,5,2,0,New York Empire2015  
Bemis E,12,155.416666667,94,61,26,11,71,56,57,14,3,0,0,0,0,0,5,0,0,0,New York Empire2015  
Snyder M,3,31.4166666667,0,0,31,13,20,26,18,2,4,0,0,0,0,1,0,0,0,0,New York Empire2015  
Ivers B,14,408.75,19,13,233,92,95,70,70,25,3,0,0,0,0,0,1,0,0,0,New York Empire2015  
